ISO 639-3,ISO 639-1,Language Name,Alternate Names
ymp,,Yamap,
ymq,,Qila Muji,
ymr,,Malasar,
yms,,Mysian,
ymx,,Northern Muji,
ymz,,Muzi,
yna,,Aluo,
ynd,,Yandruwandha,
yne,,Lang'e,
yng,,Yango,
ynk,,Naukan Yupik,
ynl,,Yangulam,
ynn,,Yana,
yno,,Yong,
ynq,,Yendang,
yns,,Yansi,
ynu,,Yahuna,
yob,,Yoba,
yog,,Yogad,
yoi,,Yonaguni,
yok,,Yokuts,
yol,,Yola,
yom,,Yombe,
yon,,Yongkom,
yor,yo,Yoruba,
yot,,Yotti,
yox,,Yoron,
yoy,,Yoy,
ypa,,Phala,
ypb,,Labo Phowa,
ypg,,Phola,
yph,,Phupha,
ypm,,Phuma,
ypn,,Ani Phowa,
ypo,,Alo Phola,
ypp,,Phupa,
ypz,,Phuza,
yra,,Yerakai,
yrb,,Yareba,
yre,,Yaoure,
yrk,,Nenets,
yrl,,Nhengatu,
yrm,,Yirrk-Mel,
yrn,,Yerong,
yro,,Yaroame,
yrs,,Yarsun,
yrw,,Yarawata,
yry,,Yarluyandi,
ysc,,Yassic,
ysd,,Samatao,
ysg,,Sonaga,
ysl,,Yugoslavian Sign Language,
ysn,,Sani,
yso,,Nisi <China>,
ysp,,Southern Lolopo,
ysr,,Sirenik Yupik,
yss,,Yessan-Mayo,
ysy,,Sanie,
yta,,Talu,
ytl,,Tanglang,
ytp,,Thopho,
ytw,,Yout Wam,
yty,,Yatay,
yua,,Yucateco,
yub,,Yugambal,
yuc,,Yuchi,
yud,,Judeo-Tripolitanian Arabic,
yue,,Yue Chinese,
yuf,,Havasupai-Walapai-Yavapai,
yug,,Yug,
yui,,Yuruti,
yuj,,Karkar-Yuri,
yuk,,Yuki,
yul,,Yulu,
yum,,Quechan,
yun,,Bena <Nigeria>,
yup,,Yukpa,
yuq,,Yuqui,
yur,,Yurok,
yut,,Yopno,
yuw,,Yau <Morobe Province>,
yux,,Southern Yukaghir,
yuy,,East Yugur,
yuz,,Yuracare,
yva,,Yawa,
yvt,,Yavitero,
ywa,,Kalou,
ywg,,Yinhawangka,
ywl,,Western Lalu,
ywn,,Yawanawa,
ywq,,Wuding-Luquan Yi,
ywr,,Yawuru,
ywt,,Xishanba Lalo,
ywu,,Wumeng Nasu,
yww,,Yawarawarga,
yxa,,Mayawali,
yxg,,Yagara,
yxl,,Yardliyawarra,
yxm,,Yinwum,
yxu,,Yuyu,
yxy,,Yabula Yabula,
yyr,,Yir Yoront,
yyu,,Yau <Sandaun Province>,
yyz,,Ayizi,
yzg,,E'ma Buyang,
yzk,,Zokhuo,
zaa,,Sierra de Juarez Zapotec,
zab,,Western Tlacolula Valley Zapotec,
zac,,Ocotlan Zapotec,
zad,,Cajonos Zapotec,
zae,,Yareni Zapotec,
zaf,,Ayoquesco Zapotec,
zag,,Zaghawa,
zah,,Zangwal,
zai,,Isthmus Zapotec,
zaj,,Zaramo,
zak,,Zanaki,
zal,,Zauzou,
zam,,Miahuatlan Zapotec,
zao,,Ozolotepec Zapotec,
zap,,Zapotec,
zaq,,Aloapam Zapotec,
zar,,Rincon Zapotec,
zas,,Santo Domingo Albarradas Zapotec,
zat,,Tabaa Zapotec,
zau,,Zangskari,
zav,,Yatzachi Zapotec,
zaw,,Mitla Zapotec,
zax,,Xadani Zapotec,
zay,,Zayse-Zergulla,
zaz,,Zari,
zbc,,Central Berawan,
zbe,,East Berawan,
zbl,,Blissymbols,
zbt,,Batui,
zbw,,West Berawan,
zca,,Coatecas Altas Zapotec,
zch,,Central Hongshuihe Zhuang,
zdj,,Ngazidja Comorian,
zea,,Zeeuws,
zeg,,Zenag,
zeh,,Eastern Hongshuihe Zhuang,
zen,,Zenaga,
zga,,Kinga,
zgb,,Guibei Zhuang,
zgh,,Standard Moroccan Tamazight,
zgm,,Minz Zhuang,
zgn,,Guibian Zhuang,
zgr,,Magori,
zha,za,Zhuang,
zhb,,Zhaba,
zhd,,Dai Zhuang,
zhi,,Zhire,
zhn,,Nong Zhuang,
zho,zh,Chinese,
zhw,,Zhoa,
zia,,Zia,
zib,,Zimbabwe Sign Language,
zik,,Zimakani,
zil,,Zialo,
zim,,Mesme,
zin,,Zinza,
zir,,Ziriya,
ziw,,Zigula,
ziz,,Zizilivakan,
zka,,Kaimbulawa,
zkb,,Koibal,
zkd,,Kadu,
zkg,,Koguryo,
zkh,,Khorezmian,
zkk,,Karankawa,
zkn,,Kanan,
zko,,Kott,
zkp,,Sao Paulo Kaingang,
zkr,,Zakhring,
zkt,,Kitan,Khitan; Qidan
zku,,Kaurna,
zkv,,Krevinian,
zkz,,Khazar,
zlj,,Liujiang Zhuang,
zlm,,Malay,
zln,,Lianshan Zhuang,
zlq,,Liuqian Zhuang,
zma,,Manda <Australia>,
zmb,,Zimba,
zmc,,Margany,
zmd,,Maridan,
zme,,Mangerr,
zmf,,Mfinu,
zmg,,Marti Ke,
zmh,,Makolkol,
zmi,,Negeri Sembilan Malay,
zmj,,Maridjabin,
zmk,,Mandandanyi,
zml,,Madngele,
zmm,,Marimanindji,
zmn,,Mbangwe,
zmo,,Molo,
zmp,,Mpuono,
zmq,,Mituku,
zmr,,Maranunggu,
zms,,Mbesa,
zmt,,Maringarr,
zmu,,Muruwari,
zmv,,Mbariman-Gudhinma,
zmw,,Mbo <Democratic Republic of Congo>,
zmx,,Bomitaba,
zmy,,Mariyedi,
zmz,,Mbandja,
zna,,Zan Gula,
zne,,Zande,
zng,,Mang,
znk,,Manangkari,
zns,,Mangas,
zoc,,Copainala Zoque,
zoh,,Chimalapa Zoque,
zom,,Zou,
zoo,,Asuncion Mixtepec Zapotec,
zoq,,Tabasco Zoque,
zor,,Rayon Zoque,
zos,,Francisco Leon Zoque,
zpa,,Lachiguiri Zapotec,
zpb,,Yautepec Zapotec,
zpc,,Choapan Zapotec,
zpd,,Southeastern Ixtlan Zapotec,
zpe,,Petapa Zapotec,
zpf,,San Pedro Quiatoni Zapotec,
zpg,,Guevea De Humboldt Zapotec,
zph,,Totomachapan Zapotec,
zpi,,Santa Maria Quiegolani Zapotec,
zpj,,Quiavicuzas Zapotec,
zpk,,Tlacolulita Zapotec,
zpl,,Lachixio Zapotec,
zpm,,Mixtepec Zapotec,
zpn,,Santa Ines Yatzechi Zapotec,
zpo,,Amatlan Zapotec,
zpp,,El Alto Zapotec,
zpq,,Zoogocho Zapotec,
zpr,,Santiago Xanica Zapotec,
zps,,Coatlan Zapotec,
zpt,,San Vicente Coatlan Zapotec,
zpu,,Yalalag Zapotec,
zpv,,Chichicapan Zapotec,
zpw,,Zaniza Zapotec,
zpx,,San Baltazar Loxicha Zapotec,
zpy,,Mazaltepec Zapotec,
zpz,,Texmelucan Zapotec,
zqe,,Qiubei Zhuang,
zra,,Kara <Korea>,
zrg,,Mirgan,
zrn,,Zerenkel,
zro,,Zaparo,
zrp,,Zarphatic,
zrs,,Mairasi,
zsa,,Sarasira,
zsk,,Kaskean,
zsl,,Zambian Sign Language,
zsm,,Standard Malay,
zsr,,Southern Rincon Zapotec,
zsu,,Sukurum,
zte,,Elotepec Zapotec,
ztg,,Xanaguia Zapotec,
ztl,,Lapaguia-Guivini Zapotec,
ztm,,San Agustin Mixtepec Zapotec,
ztn,,Santa Catarina Albarradas Zapotec,
ztp,,Loxicha Zapotec,
ztq,,Quioquitani-Quieri Zapotec,
zts,,Tilquiapan Zapotec,
ztt,,Tejalapan Zapotec,
ztu,,Guila Zapotec,
ztx,,Zaachila Zapotec,
zty,,Yatee Zapotec,
zua,,Zeem,
zuh,,Tokano,
zul,zu,Zulu,
zum,,Kumzari,
zun,,Zuni,
zuy,,Zumaya,
zwa,,Zay,
zyb,,Yongbei Zhuang,
zyg,,Yang Zhuang,
zyj,,Youjiang Zhuang,
zyn,,Yongnan Zhuang,
zyp,,Zyphe Chin,
zza,,Zaza,
zzj,,Zuojiang Zhuang,
,,,
adlm,,Adlam,
afak,,Afaka,
aghb,,Caucasian Albanian,
ahom,,Ahom,
arab,,Arabic,
aran,,Nastaliq,
armi,,Imperial Aramaic,
armn,,Armenian,
avst,,Avestan,
bali,,Balinese,
bamu,,Bamum,
bass,,Bassa Vah,
batk,,Batak,
beng,,Bengali,
bhks,,Bhaiksuki,
blis,,Blissymbols,
bopo,,Bopomofo,
brah,,Brahmi,
brai,,Braille,
bugi,,Buginese,
buhd,,Buhid,
cakm,,Chakma,
cans,,Unified Canadian Aboriginal Syllabics,Aboriginal Syllabics
cari,,Carian,
cham,,Cham,
cher,,Cherokee,
cirt,,Cirth,
copt,,Coptic,
cpmn,,Cypro-Minoan,
cprt,,Cypriot Syllabary,
cyrl,,Cyrillic,Cryllic; Kyrillic
cyrs,,Old Church Slavonic Cyrillic,
deva,,Devanagari,Nagari; Nandinagari
dogr,,Dogra,
dsrt,,Deseret,
dupl,,Duployan,
egyd,,Demotic Egyptian,Demotic
egyh,,Hieratic Egyptian,Hieratic
egyp,,Egyptian Hieroglyphs,Hieroglyph
elba,,Elbasan,
ethi,,Ethiopic,
geok,,Khutsuri,
geor,,Georgian,
glag,,Glagolitic,
gong,,Gunjala Gondi,
gonm,,Masaram Gondi,
goth,,Gothic,Blackletter; Schwabacher
gran,,Grantha,
grek,,Greek,
gujr,,Gujarati,
guru,,Gurmukhi,
hanb,,Han with Bopomofo,Zhuyin; Zhuyinfuhao
hang,,Hangul,
hani,,Han Characters,Hanzi
hano,,Hanunoo,
hans,,Simplified Han,
hant,,Traditional Han,
hatr,,Hatran,
hebr,,Hebrew,
hira,,Hiragana,
hluw,,Anatolian Hieroglyphs,
hmng,,Pahawh Hmong,
hmnp,,Nyiakeng Puachue Hmong,
hrkt,,Japanese Syllabaries,
hung,,Old Hungarian,
inds,,Indus,
ital,,Old Italic,
jamo,,Jamo,
java,,Javanese,
jpan,,Japanese Mixed Script,
jurc,,Jurchen,
kali,,Kayah Li,
kana,,Katakana,
khar,,Kharoshthi,Kharosthi
khmr,,Khmer,
khoj,,Khojki,
kitl,,Khitan Large Script,
kits,,Khitan Small Script,
knda,,Kannada,
kore,,Korean Mixed Script,
kpel,,Kpelle,
kthi,,Kaithi,
lana,,Tai Tham,
laoo,,Lao,
latf,,Fraktur,
latg,,Gaelic Latin,Latin Gaelic
latn,,Latin,
leke,,Leke,
lepc,,Lepcha,
limb,,Limbu,
lina,,Linear A,
linb,,Linear B,
lisu,,Lisu,
loma,,Loma,
lyci,,Lycian,
lydi,,Lydian,
mahj,,Mahajani,
maka,,Makasar,
mand,,Mandaic,
mani,,Manichaean,
marc,,Marchen,
maya,,Mayan Hieroglyphs,
medf,,Medefaidrin,
mend,,Mende Kikakui,
merc,,Meroitic Cursive,
mero,,Meroitic Hieroglyphs,
mlym,,Malayalam,
modi,,Modi,
mong,,Mongolian,
moon,,Moon,
mroo,,Mro,
mtei,,Meitei Mayek,
mult,,Multani,
mymr,,Myanmar,
narb,,Old North Arabian,
nbat,,Nabataean,
newa,,Newa,
nkdb,,Naxi Dongba,
nkgb,,Nakhi Geba,
nkoo,,N'Ko,
nshu,,Nushu,
ogam,,Ogham,
olck,,Ol Chiki,
orkh,,Old Turkic,
orya,,Oriya,
osge,,Osage,
osma,,Osmanya,
palm,,Palmyrene,
pauc,,Pau Cin Hau,
perm,,Old Permic,
phag,,Phags-pa,
phli,,Inscriptional Pahlavi,
phlp,,Psalter Pahlavi,
phlv,,Book Pahlavi,
phnx,,Phoenician,
piqd,,Klingon,
plrd,,Miao,
prti,,Inscriptional Parthian,
rjng,,Rejang,
roro,,Rongorongo,
runr,,Runic,Runes
samr,,Samaritan,
sara,,Sarati,
sarb,,Old South Arabian,
saur,,Saurashtra,
sgnw,,SignWriting,
shaw,,Shavian,
shrd,,Sharada,
shui,,Shuishu,
sidd,,Siddham,
sind,,Sindhi,
sinh,,Sinhala,
sora,,Sora Sompeng,
soyo,,Soyombo,
sund,,Sundanese,
sylo,,Syloti Nagri,
syrc,,Syriac,
syre,,Estrangelo Syriac,
syrj,,Western Syriac,
syrn,,Eastern Syriac,
tagb,,Tagbanwa,
takr,,Takri,
tale,,Tai Le,
talu,,New Tai Lue,
taml,,Tamil,
tang,,Tangut,
tavt,,Tai Viet,
telu,,Telugu,
teng,,Tengwar,
tfng,,Tifinagh,
tglg,,Tagalog,
thaa,,Thaana,
thai,,Thai,
tibt,,Tibetan,
tirh,,Tirhuta,
ugar,,Ugaritic,
vaii,,Vai,
visp,,Visible Speech,
wara,,Warang Citi,
wcho,,Wancho,
wole,,Woleai,
xpeo,,Old Persian,
xsux,,Cuneiform,
yiii,,Yi,
zanb,,Zanabazar Square,
